0.000000000000000000e+00 7.082457259203199129e+00 1.447998770568732427e-02
2.500000000000000000e-01 7.616865253524982116e+00 1.555245473575589225e-02
5.000000000000000000e-01 8.293345521163772105e+00 1.910420919034880663e-02
7.500000000000000000e-01 9.152492608873322055e+00 2.055048298223664457e-02
1.000000000000000000e+00 1.021869222013974010e+01 2.307442042238857724e-02
1.250000000000000000e+00 1.149848820197195742e+01 2.711643971589317026e-02
1.500000000000000000e+00 1.314124582409908726e+01 3.207110980010403206e-02
1.750000000000000000e+00 1.508190557523109554e+01 3.674708672015152000e-02
2.000000000000000000e+00 1.734921346048751900e+01 4.619213147998919855e-02
2.250000000000000000e+00 2.026355817390627223e+01 5.200277979078826718e-02
2.500000000000000000e+00 2.337271120922458678e+01 5.471653333994325880e-02
2.750000000000000000e+00 2.706967477584999315e+01 6.486737899458819290e-02
3.000000000000000000e+00 3.088188235822469707e+01 6.414095179009687842e-02
3.250000000000000000e+00 3.612794435291466755e+01 6.998388961386346752e-02
3.500000000000000000e+00 4.162273776733646002e+01 7.014651652571671225e-02
3.750000000000000000e+00 4.818070890414613672e+01 7.174600003692452321e-02
4.000000000000000000e+00 5.737459438471983475e+01 7.887375860243200920e-02
