0.000000000000000000e+00 9.507708480451920963e+00 4.354461899524466467e-02
2.500000000000000000e-01 1.078369410576568654e+01 4.828539101902705466e-02
5.000000000000000000e-01 1.157470224984977847e+01 5.403810562828335884e-02
7.500000000000000000e-01 1.286865026522776567e+01 5.858350938069139396e-02
1.000000000000000000e+00 1.478237503813724274e+01 6.401793277575322516e-02
1.250000000000000000e+00 1.673162059303010096e+01 7.366962290707623762e-02
1.500000000000000000e+00 1.920181637821298892e+01 8.741585539730678533e-02
1.750000000000000000e+00 2.166593527974194444e+01 9.026699233307847181e-02
2.000000000000000000e+00 2.544527180191671789e+01 1.082064692379960391e-01
2.250000000000000000e+00 2.797791323367482619e+01 1.054744304691409423e-01
2.500000000000000000e+00 3.418792049410733824e+01 1.463832304323228195e-01
2.750000000000000000e+00 3.660474492134179059e+01 1.558274012518073293e-01
3.000000000000000000e+00 4.298731582563572573e+01 1.525646066509876164e-01
3.250000000000000000e+00 4.856530113629364109e+01 1.816994062929325748e-01
3.500000000000000000e+00 5.811780005238239255e+01 1.975046911201677746e-01
3.750000000000000000e+00 7.150997638234736087e+01 2.270925010705540092e-01
4.000000000000000000e+00 8.366967802988459368e+01 4.042439447884144665e-01
4.250000000000000000e+00 1.035088409859504424e+02 3.839154165740994440e-01
4.500000000000000000e+00 1.082687579304148926e+02 3.949623931821501510e-01
4.750000000000000000e+00 1.282057290374506238e+02 4.750192592214554921e-01
5.000000000000000000e+00 1.619572843665912103e+02 5.514482414090580153e-01
