0.000000000000000000e+00 8.958148998911921623e+00 1.122017993386753391e-02
2.500000000000000000e-01 9.713918221264231434e+00 1.167828956461884789e-02
5.000000000000000000e-01 1.065211526816001708e+01 1.353357092912135969e-02
7.500000000000000000e-01 1.065211526816001708e+01 1.353357092912135969e-02
1.000000000000000000e+00 1.350413221849591494e+01 1.721004861588835977e-02
1.250000000000000000e+00 1.526994756881379622e+01 1.816029281170058671e-02
1.500000000000000000e+00 1.761057699455567516e+01 1.936298564273047570e-02
1.750000000000000000e+00 2.025966360734707905e+01 2.367014189238570918e-02
2.000000000000000000e+00 2.384891040487386604e+01 3.031614267651101813e-02
2.250000000000000000e+00 2.825995339779806415e+01 3.460722571151287480e-02
2.500000000000000000e+00 3.308142840863086320e+01 4.498542017405559451e-02
2.750000000000000000e+00 4.003359738906284804e+01 5.295880774248229450e-02
3.000000000000000000e+00 4.721706476409173803e+01 6.880924950222738756e-02
3.250000000000000000e+00 5.565308033321892367e+01 9.274778484217342800e-02
3.500000000000000000e+00 6.659278932868930667e+01 1.118405295814687977e-01
3.750000000000000000e+00 7.905545838044454854e+01 1.453080680146642267e-01
4.000000000000000000e+00 9.494050083253611660e+01 1.802336324204614204e-01
4.250000000000000000e+00 1.142766698691275877e+02 2.267002465625788388e-01
4.500000000000000000e+00 1.374203491851277761e+02 2.764069906207231586e-01
4.750000000000000000e+00 1.647733336077671709e+02 3.332701654728791318e-01
5.000000000000000000e+00 1.999569047780259154e+02 4.020055253605227530e-01
