0.000000000000000000e+00 8.138522471325490670e+00 8.353423574587692801e-02
2.500000000000000000e-01 8.908589222074438041e+00 9.557371121056612573e-02
5.000000000000000000e-01 9.717669022564756176e+00 1.018166658869126828e-01
7.500000000000000000e-01 1.036059836337569173e+01 1.100451774426029067e-01
1.000000000000000000e+00 1.269485636343535973e+01 1.214823947611354538e-01
1.250000000000000000e+00 1.350201675650212430e+01 1.251652805241024458e-01
1.500000000000000000e+00 1.639099911319423697e+01 1.460399841720466385e-01
1.750000000000000000e+00 1.899790042858672479e+01 1.621109495208521156e-01
2.000000000000000000e+00 2.050325058112543886e+01 1.712254587815071893e-01
2.250000000000000000e+00 2.297412460251031519e+01 1.945537411752159274e-01
2.500000000000000000e+00 2.627961543321713123e+01 1.905572810241915882e-01
2.750000000000000000e+00 3.232128281811660742e+01 2.451117146328547214e-01
3.000000000000000000e+00 3.457171318051945974e+01 2.770672546102776468e-01
3.250000000000000000e+00 4.498011331891024156e+01 3.064802795756358944e-01
3.500000000000000000e+00 4.683585220105636893e+01 3.053367552785659633e-01
3.750000000000000000e+00 6.107805732590256298e+01 4.038831613622779759e-01
4.000000000000000000e+00 6.851137177886002405e+01 4.881969127320593960e-01
4.250000000000000000e+00 7.761516201262122649e+01 5.066574610650167454e-01
4.500000000000000000e+00 9.910462431258034144e+01 7.344392863036056651e-01
4.750000000000000000e+00 1.184087372180466531e+02 8.501801533354905738e-01
5.000000000000000000e+00 1.337877003157639990e+02 1.257921676704773173e+00
