          10  0.38935139090511139        1.4309737724831736E-002
          20  0.48893595629197845        1.4383675154163406E-002
          30  0.53011164144335021        1.3239824955950196E-002
          40  0.55172368167662988        1.2356062345522863E-002
          50  0.56490737124510038        1.1837062472881960E-002
          60  0.57393698888321909        1.1379303446566621E-002
          70  0.58027569669993595        1.1101042194987278E-002
          80  0.58499378223916698        1.0837773156657914E-002
          90  0.58846513424446878        1.0668474846017503E-002
         100  0.59141670528769197        1.0557255399832864E-002
         110  0.59381978067521313        1.0458696109043267E-002
         120  0.59579678582886497        1.0371733589593951E-002
         130  0.59753700180045655        1.0289333631310044E-002
         140  0.59894890063917383        1.0224917740269852E-002
         150  0.60014697179258536        1.0195736889028908E-002
         160  0.60123119474123543        1.0148653087265478E-002
         170  0.60230992098605896        1.0111383338309835E-002
         180  0.60325330981023562        1.0039029897819539E-002
         190  0.60397431168103299        1.0027573080186926E-002
         200  0.60467240335348127        1.0006233269849816E-002
