          10  0.44661049732271035        9.9170077782651175E-003
          20  0.52949348276802188        9.3044302458132749E-003
          30  0.55891487529858752        8.6226412932904808E-003
          40  0.57342064671462978        8.1634520798484975E-003
          50  0.58215823371939568        7.8914844254071373E-003
          60  0.58792217560608218        7.6901364834377926E-003
          70  0.59198658428992823        7.5959002364603912E-003
          80  0.59501541443252304        7.4922696139009676E-003
          90  0.59736213258214221        7.4046474890908558E-003
         100  0.59928772061048441        7.3395790756591740E-003
         110  0.60085312447006167        7.2789317402082252E-003
         120  0.60215516618184162        7.2321961635283660E-003
         130  0.60325286798225886        7.1907596388785591E-003
         140  0.60419909877838629        7.1530630086716332E-003
         150  0.60499700834155834        7.1252477520304539E-003
         160  0.60569616190716258        7.0876078054925538E-003
         170  0.60633541858373496        7.0718531338295719E-003
         180  0.60688918522445645        7.0553399686547197E-003
         190  0.60739259661788070        7.0362517030318743E-003
         200  0.60782750312432932        7.0214916844015323E-003
