          10  0.24751246915669423        3.3782797748312131E-002
          20  0.35957234349697115        4.2681360453035617E-002
          30  0.42961852662933242        3.9897012704728570E-002
          40  0.47279553726177648        3.7615707085969320E-002
          50  0.50176185949685970        3.5450070648146974E-002
          60  0.52132412641118930        3.3901465033825927E-002
          70  0.53642610144725600        3.2196079607244223E-002
          80  0.54792826624510937        3.0904504125461026E-002
          90  0.55639228499913373        3.0024857750711433E-002
         100  0.56311295854223031        2.9935062802380365E-002
         110  0.56924429203253069        2.9122247556572733E-002
         120  0.57458522872853701        2.8772938719402553E-002
         130  0.57806126944627667        2.8458289561711311E-002
         140  0.58157125480202276        2.8013853426216616E-002
         150  0.58473007697208279        2.7265585823294327E-002
         160  0.58697499193953107        2.7247380462605480E-002
         170  0.58965562393764015        2.7039192835281920E-002
         180  0.59154193473338768        2.6783076118574434E-002
         190  0.59345725265510774        2.6750794765961174E-002
         200  0.59465712440425966        2.6614421709759823E-002
